STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,183,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2015,,58,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PD,Persons with disability,2019,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2015,,49.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2017,,43.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2016,,33.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2018,,32.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2021,,25.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2016,,31.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2018,,31.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2021,,23.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2016,,27.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2018,,28.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2021,,17.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2017,,12.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2017,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2019,,1411,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2019,,2606,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2019,,47.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2019,,12478,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2011,,2133,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2019,,1477,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2012,,17510,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2012,,34.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2012,,26.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2013,,2852,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2013,,40.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2015,,31.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2015,,5108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2019,,5072,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2015,,48.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2019,,46.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,46.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2019,,49.78,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2015,,12.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2015,,47.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2017,,47.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2015,,37.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2017,,45.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2016,,5277,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2018,,5502,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2021,,3764,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2016,,5363,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2018,,5624,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2021,,3858,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2016,,27.17,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2018,,29.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2021,,18.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2016,,32.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2018,,67.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2021,,36.92,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2017,,12,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,PWD,Persons without disability,2017,,42.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PWD,Persons without disability,2019,,593,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2019,,12598,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2019,,8374,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,238,,N,units,,,,,,,,,,
